OBJECTID;PAR_ID;PAR_NUM;Shape_Length;Shape_Area;geometry;OWNER;Freguesia;Municipio;Ilha
99;7349698.0;3,00E+12;280.6729162753258;1851.8126491170556;MULTIPOLYGON (((299221.7474999996 3622182.5195000004, 299228.53000000026 3622192.5500000007, 299221.4299999997 3622197.8499999996, 299212.23000000045 3622205.9499999993, 299206.8300000001 3622200.9499999993, 299201.23000000045 3622207.1500000004, 299208.73000000045 3622216.0500000007, 299215.3300000001 3622224.0500000007, 299219.9299999997 3622220.8499999996, 299216.03000000026 3622216.3499999996, 299219.23000000045 3622212.9499999993, 299232.73000000045 3622201.5500000007, 299252.6299999999 3622192.6500000004, 299271.9299999997 3622183.75, 299285.1299999999 3622176.9499999993, 299288.8300000001 3622174.4499999993, 299289.13999999966 3622172.8200000003, 299289.1431 3622172.8170999996, 299289.13680000044 3622172.817, 299289.20799999963 3622171.4635000005, 299289.3076999998 3622169.5692, 299259.4857000001 3622169.4705, 299259.4891999997 3622169.3608999997, 299259.5697999997 3622166.863399999, 299259.8222000003 3622162.739600001, 299247.80979999993 3622160.5735, 299237.4445000002 3622159.5768, 299237.4439000003 3622159.5734, 299237.4400000004 3622159.58, 299225.1299999999 3622157.5500000007, 299228.0499999998 3622162.08, 299228.0493000001 3622162.083900001, 299228.0499999998 3622162.0834999997, 299235.7999999998 3622176.0834, 299233.6155000003 3622177.3707, 299225.9129999997 3622180.7123000007, 299221.7474999996 3622182.5195000004)));2;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
100;7350160.0;3,00E+12;99.66084919517508;428.6967039100112;MULTIPOLYGON (((299014.66220000014 3622016.9318000004, 299032.6224999996 3622020.5972000007, 299012.3211000003 3621983.7250999995, 299004.49260000046 3621988.8138999995, 299013.8499999996 3622014.460000001, 299014.66220000014 3622016.9318000004)));82;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
101;7350332.0;3,00E+12;71.95121918520442;221.93978214988962;MULTIPOLYGON (((299011.56630000006 3621948.8158, 299013.9276999999 3621954.7193, 299015.23599999957 3621954.4385, 299015.2400000002 3621954.4800000004, 299020.9400000004 3621954.4800000004, 299017.9400000004 3621946.9800000004, 299020.7400000002 3621945.7799999993, 299020.54000000004 3621944.880000001, 299020.3415000001 3621944.6416999996, 299020.4104000004 3621944.612400001, 299018.60589999985 3621941.0391000006, 299014.04000000004 3621928.1799999997, 299005.5582999997 3621929.990700001, 299011.56630000006 3621948.8158)));14;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
102;10468579.0;3,00E+12;129.83530647611093;493.3365430438679;MULTIPOLYGON (((299219.05009999964 3622181.0834, 299220.66330000013 3622182.9899000004, 299225.9129999997 3622180.7123000007, 299233.6155000003 3622177.3707, 299235.7999999998 3622176.0834, 299228.0499999998 3622162.0834999997, 299220.2999999998 3622166.8334999997, 299216.30009999964 3622161.3334999997, 299223.5499999998 3622156.5834999997, 299222.2999999998 3622155.0834999997, 299218.0499999998 3622147.8335999995, 299201.80009999964 3622159.8334999997, 299217.55009999964 3622177.8334, 299220.55009999964 3622175.0834, 299223.0499999998 3622178.0834, 299223.03479999956 3622178.094799999, 299223.9000000004 3622178.960000001, 299221.0999999996 3622181.26, 299220.1969999997 3622180.223200001, 299219.05009999964 3622181.0834)));20;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
103;7350423.0;2,99E+12;161.16843146302384;712.0656581897788;MULTIPOLYGON (((298003.8865 3621901.1525999997, 298000.38999999966 3621906.9800000004, 298011.6900000004 3621914.9800000004, 298011.88999999966 3621914.6799999997, 298014.9900000002 3621910.2799999993, 298016.0680999998 3621909.7643999998, 298016.45889999997 3621908.7781000007, 298016.54000000004 3621908.83, 298018.4400000004 3621905.83, 298019.33999999985 3621902.33, 298020.2400000002 3621899.4299999997, 298020.1425999999 3621899.4811000004, 298022.2874999996 3621894.0677000005, 298022.7951999996 3621893.187000001, 298021.52359999996 3621892.769200001, 298021.4430999998 3621892.9623000007, 298014.7670999998 3621890.9356999993, 298021.1946999999 3621877.207800001, 298021.2240000004 3621877.1454000007, 298021.22750000004 3621877.1378000006, 298021.1590999998 3621877.1125000007, 298014.0674999999 3621874.4879, 298011.51489999983 3621872.6655, 298011.7011000002 3621872.3204999994, 298011.57749999966 3621872.2578999996, 298009.36760000046 3621869.527899999, 298002.2176000001 3621860.818, 297999.48759999964 3621858.2180000003, 297998.1359000001 3621857.6773000006, 297991.79000000004 3621873.6799999997, 298011.88999999966 3621888.6799999997, 298012.08999999985 3621889.4800000004, 298012.0418999996 3621889.4857, 298012.2352 3621889.6130999997, 298011.45239999983 3621891.192500001, 298005.82820000034 3621902.5395, 298003.8865 3621901.1525999997)));47;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
104;7350443.0;2,99E+12;44.7421090817937;122.56293056669737;MULTIPOLYGON (((297985.1557 3621895.2239999995, 297986.39910000004 3621895.9793999996, 297991 3621888.2799999993, 297990 3621887.380000001, 297979.7000000002 3621881.4800000004, 297978.2600999996 3621883.0099, 297978.1349999998 3621882.9217000008, 297974.7999999998 3621888.4800000004, 297982.37760000024 3621893.5537, 297982.4000000004 3621893.5500000007, 297985.1557 3621895.2239999995)));9;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
105;7351105.0;3,00E+12;343.07231293406977;2234.992923596659;MULTIPOLYGON (((298872.25239999965 3621657.5012, 298878.7000000002 3621654.8200000003, 298903.7999999998 3621642.0199999996, 298907.9612999996 3621639.5143, 298906.33949999977 3621636.9790000003, 298901.32359999977 3621628.5951000005, 298900.7999999998 3621627.7200000007, 298888.5 3621616.8200000003, 298883.95770000014 3621610.8148999996, 298877.70880000014 3621602.5537, 298875.6791000003 3621599.8703000005, 298870.8417999996 3621593.475299999, 298870.43120000046 3621594.0779999997, 298870.39940000046 3621594.0453999992, 298870.0712000001 3621593.7085999995, 298869.0911999997 3621592.058, 298863.68400000036 3621585.4816999994, 298861.77130000014 3621583.938100001, 298851.37129999977 3621574.338199999, 298845.77139999997 3621581.5382000003, 298843.1506000003 3621585.4255999997, 298843.0234000003 3621585.6143999994, 298857.7999999998 3621605.2200000007, 298853.3792000003 3621609.9876000006, 298853.4413999999 3621610.1008, 298844.2999999998 3621621.59, 298838.0999999996 3621628.1400000006, 298840.00600000005 3621629.942, 298840.0499999998 3621629.9399999995, 298849.80989999976 3621640.0397999994, 298857 3621634.42, 298857.0505999997 3621634.441400001, 298860.86450000014 3621630.8519, 298859.9413999999 3621629.8577999994, 298864.14130000025 3621627.6077999994, 298869.84130000044 3621625.957800001, 298870.9621000001 3621626.5613, 298873.4000000004 3621624.8200000003, 298877.7999999998 3621630.3200000003, 298878.2240000004 3621631.507200001, 298878.4972000001 3621631.7660000008, 298878.5599999996 3621631.7799999993, 298878.5599999996 3621632.4800000004, 298875.11000000034 3621635.33, 298875.86000000034 3621642.630000001, 298874.0599999996 3621643.130000001, 298874.0258999998 3621643.1074, 298870.62519999966 3621643.9945, 298871.41000000015 3621646.83, 298870.5099999998 3621647.08, 298870.88379999995 3621648.4505000003, 298870.5599999996 3621648.58, 298870.2229000004 3621648.7235000003, 298863.16000000015 3621651.7300000004, 298863.5229000002 3621652.5219, 298863.70999999996 3621652.9299999997, 298863.733 3621652.925899999, 298865.24739999976 3621655.9548000004, 298867.5014000004 3621655.2376000006, 298867.94680000003 3621656.3510999996, 298871.7599999998 3621655.08, 298872.25239999965 3621657.5012), (298877.7611999996 3621614.5779, 298878.9451000001 3621616.649700001, 298880.0312000001 3621616.3279, 298882.7812000001 3621624.3278, 298882.56850000005 3621624.4104999993, 298885.0538999997 3621627.0778, 298881.5115 3621629.7184999995, 298879.76609999966 3621625.5003999993, 298878.2812000001 3621626.0778, 298877.0190000003 3621624.1214000005, 298871.6513 3621618.867900001, 298877.7611999996 3621614.5779)));90;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
106;9619115.0;3,00E+12;114.50580420956618;758.4096800137114;MULTIPOLYGON (((299055.69240000006 3622284.7672000006, 299058.73000000045 3622282.8200000003, 299062.23000000045 3622281.2200000007, 299063.1299999999 3622283.119999999, 299069.4299999997 3622278.42, 299071.3300000001 3622279.8200000003, 299076.6299999999 3622275.5199999996, 299075.4299999997 3622274.42, 299082.3300000001 3622268.8200000003, 299080.3300000001 3622267.5199999996, 299078.03000000026 3622265.7200000007, 299075.1299999999 3622262.619999999, 299073.03000000026 3622259.619999999, 299071.03000000026 3622254.7200000007, 299069.23000000045 3622250.92, 299068.23000000045 3622250.3200000003, 299066.53000000026 3622250.5199999996, 299055.8300000001 3622254.8200000003, 299051.3300000001 3622257.5199999996, 299043.1299999999 3622262.92, 299055.4299999997 3622284.3200000003, 299055.69240000006 3622284.7672000006)));84;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
107;7351205.0;3,00E+12;175.08806363653272;1691.032673195558;MULTIPOLYGON (((298785.3459999999 3621577.1308999993, 298793.08999999985 3621572.9399999995, 298796.08999999985 3621579.6400000006, 298800.38999999966 3621576.24, 298802.1210000003 3621575.6799999997, 298807.08999999985 3621576.539999999, 298807.0998999998 3621576.5264999997, 298807.2466000002 3621576.3270999994, 298816.0996000003 3621564.2939, 298817.2790999999 3621562.8313999996, 298819.5314999996 3621560.0384, 298826.78139999975 3621553.5384, 298833.2167999996 3621549.0831000004, 298830.58139999956 3621544.8584000003, 298826.54140000045 3621534.8784999996, 298826.6113 3621534.8781000003, 298825.9614000004 3621533.1885, 298816.17729999963 3621534.1669999994, 298786.6917000003 3621543.2885, 298771.44049999956 3621547.8823000006, 298770.1617999999 3621548.3084999993, 298770.1621000003 3621548.3105999995, 298770.2917999998 3621548.488500001, 298774.89180000033 3621560.8883999996, 298785.33330000006 3621577.1039000005, 298785.3459999999 3621577.1308999993)));26;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
108;21112877.0;3,00E+12;226.83068321935718;1873.3936750639775;MULTIPOLYGON (((299608.6900000004 3623642.59, 299603.9866000004 3623642.7171, 299603.9900000002 3623642.6899999995, 299554.58999999985 3623643.289999999, 299554.38999999966 3623645.289999999, 299553.1900000004 3623659.6899999995, 299524.58999999985 3623658.6899999995, 299522.79000000004 3623668.8900000006, 299562.9900000002 3623673.09, 299563.1900000004 3623669.6899999995, 299600.38999999966 3623671.49, 299600.4539999999 3623670.9778000005, 299608.4900000002 3623670.1899999995, 299608.6900000004 3623642.59)));16;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
109;21112920.0;3,01E+12;241.5778057670752;2495.119990049008;MULTIPOLYGON (((299710.13999999966 3623640.6899999995, 299615.33999999985 3623642.289999999, 299614.95210000034 3623670.7994, 299614.9400000004 3623671.6899999995, 299616.2045999998 3623671.5922999997, 299708.13999999966 3623664.49, 299710.13999999966 3623640.6899999995)));38;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
110;20438304.0;2,99E+12;88.311547347945;451.7487350008537;MULTIPOLYGON (((297889.83999999985 3621568.9299999997, 297904.9400000004 3621580.5299999993, 297909.54000000004 3621575.9299999997, 297911.9400000004 3621578.2300000004, 297923.83999999985 3621565.4299999997, 297906.7400000002 3621555.0299999993, 297906.64499999955 3621554.978700001, 297889.83999999985 3621568.9299999997)));76;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
111;7345899.0;2,99E+12;84.6536500385985;278.2793044650391;MULTIPOLYGON (((298399.6152999997 3622727.750499999, 298396.3499999996 3622721.5600000005, 298396.8195000002 3622720.9340000004, 298396.9900000002 3622721.17, 298398.58999999985 3622719.9700000007, 298399.1459999997 3622719.568499999, 298414.4316999996 3622709.208900001, 298412.47140000015 3622705.8483000007, 298412.39919999987 3622705.8884999994, 298409.16060000006 3622699.2817, 298408.6065999996 3622698.1514999997, 298391.10670000035 3622709.6514999997, 298393.63989999983 3622716.3298000004, 298392.6523000002 3622716.8794, 298393.10670000035 3622716.9014, 298396.85670000035 3622723.9014, 298396.9428000003 3622723.8408000004, 298398.10670000035 3622726.4013, 298398.38599999994 3622726.2073999997, 298399.6152999997 3622727.750499999)));40;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
112;7345938.0;2,99E+12;83.58218329665468;301.86447199228417;MULTIPOLYGON (((298370.6863000002 3622713.3081, 298370.72279999964 3622713.3002000004, 298371.0999999996 3622715.24, 298380.3222000003 3622712.7249, 298380.3799999999 3622712.7799999993, 298381.1299999999 3622712.58, 298381.06070000026 3622710.9143000003, 298380.71999999974 3622702.7300000004, 298380.43759999983 3622702.6915000007, 298380.4000000004 3622702.09, 298376.15309999976 3622701.590399999, 298376.1546 3622701.4451, 298376.1955000004 3622697.3106999993, 298376.58999999985 3622689.42, 298369.92679999955 3622688.2441000007, 298366.5377000002 3622687.6460999995, 298366.52969999984 3622687.7671000008, 298363.8099999996 3622687.67, 298363.8047000002 3622687.7838000003, 298363.20999999996 3622700.5700000003, 298365.67310000025 3622700.7595000006, 298365.67140000034 3622700.785, 298368.6328999996 3622700.9672999997, 298368.68680000026 3622701.2907999996, 298368.67590000015 3622701.2905, 298368.84520000033 3622702.3023000006, 298370.6863000002 3622713.3081)));15;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
113;20327253.0;3,00E+12;79.24354065336344;392.9984745373621;MULTIPOLYGON (((299225.1405999996 3621554.7317999993, 299220.9199999999 3621554.539999999, 299221.01999999955 3621559.1400000006, 299219.9199999999 3621566.6400000006, 299219.51999999955 3621570.34, 299219.4199999999 3621572.1400000006, 299220.2803999996 3621573.0003999993, 299220.71999999974 3621573.4399999995, 299228.8200000003 3621574.9399999995, 299232.21999999974 3621575.74, 299238.11390000023 3621576.3747000005, 299238.71999999974 3621576.4399999995, 299240.01999999955 3621567.74, 299239.63019999955 3621564.8168, 299239.51999999955 3621564.84, 299239.21999999974 3621558.4399999995, 299239.6200000001 3621554.9399999995, 299225.3200000003 3621554.1400000006, 299225.40419999976 3621554.0176, 299225.17179999966 3621554.0176, 299225.1405999996 3621554.7317999993)));61;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
114;20988365.0;3,00E+12;49.25471725454018;103.10737976664187;MULTIPOLYGON (((299243.9689999996 3621539.8412999995, 299244.2784000002 3621538.5320999995, 299245.01999999955 3621534.75, 299244.1459999997 3621534.605900001, 299244.12370000035 3621534.7225, 299242.6498999996 3621534.3592000008, 299234.9983999999 3621532.4729999993, 299234.97869999986 3621532.8576999996, 299233.54420000035 3621532.8576999996, 299226.21999999974 3621531.6500000004, 299226.00260000024 3621532.8576999996, 299225.3200000003 3621536.6500000004, 299233.1534000002 3621537.9904999994, 299233.76460000034 3621538.9267999995, 299240.3304000003 3621539.2185999993, 299242.07430000044 3621539.5171000008, 299243.1727 3621539.705, 299243.9689999996 3621539.8412999995)));38;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
115;7351136.0;2,99E+12;142.6901131205027;695.0310632517028;MULTIPOLYGON (((298649.08359999955 3621575.967700001, 298641.48000000045 3621584.460000001, 298642.5800000001 3621585.460000001, 298642.1799999997 3621586.0600000005, 298649.78000000026 3621590.66, 298649.28000000026 3621591.460000001, 298654.6799999997 3621595.460000001, 298652.0800000001 3621598.5600000005, 298651.1799999997 3621598.460000001, 298645.3799999999 3621604.960000001, 298641.5800000001 3621608.26, 298637.48000000045 3621613.8599999994, 298647.5800000001 3621622.16, 298647.82239999995 3621622.1911999993, 298647.7313000001 3621622.3149999995, 298647.69909999985 3621622.2930999994, 298647.65809999965 3621622.3490999993, 298648.3799999999 3621622.960000001, 298654.6799999997 3621614.460000001, 298657.1799999997 3621611.0600000005, 298661.78000000026 3621604.960000001, 298665.28000000026 3621599.5600000005, 298672.98000000045 3621588.460000001, 298672.85479999986 3621588.1120999996, 298672.3332000002 3621588.646400001, 298671.8624999998 3621589.1284999996, 298671.74619999994 3621589.1184, 298671.2525000004 3621587.3084999993, 298669.25260000024 3621585.4684999995, 298660.7725999998 3621584.988500001, 298655.0926000001 3621581.228599999, 298649.5099999998 3621576.0754000004, 298649.3883999996 3621576.2216999996, 298649.08359999955 3621575.967700001)));13;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
116;7351218.0;2,99E+12;121.22117043893624;641.9851713669832;MULTIPOLYGON (((298690.1492999997 3621598.2391, 298696.16669999994 3621590.3499999996, 298690.8969999999 3621586.0241, 298690.84700000007 3621586.058, 298677.38999999966 3621573.460000001, 298666.88999999966 3621567.3599999994, 298658.9900000002 3621561.5600000005, 298655.5108000003 3621567.3586, 298655.48259999976 3621567.3586, 298650.4127000002 3621574.9886000007, 298649.87849999964 3621575.6317999996, 298663.1677000001 3621585.1240999997, 298669.25260000024 3621585.4684999995, 298669.29530000035 3621585.5078, 298671.58999999985 3621585.5600000005, 298690.1492999997 3621598.2391)));83;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
117;20393334.0;3,00E+12;145.5252206957617;703.6870291129627;MULTIPOLYGON (((299544.0809000004 3623696.069, 299588.79569999967 3623698.4223999996, 299589.4400000004 3623690.2300000004, 299592.30090000015 3623690.0141000003, 299592.3738000002 3623686.1832, 299566.6643000003 3623684.6125000007, 299549.8809000002 3623684.6125000007, 299545.9335000003 3623684.6126000006, 299545.9400000004 3623684.5299999993, 299528.33999999985 3623684.7300000004, 299528.4400000004 3623685.9299999997, 299535.54000000004 3623695.33, 299544.0809000004 3623695.9593, 299544.0809000004 3623696.069)));42;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
118;19188883.0;3,00E+12;460.93468276206676;7004.8665715357165;MULTIPOLYGON (((299551.5921 3623011.969900001, 299558.3421 3622999.8628000002, 299551.48000000045 3622995.8900000006, 299549.0800000001 3623000.09, 299528.3799999999 3622989.289999999, 299542.1799999997 3622963.49, 299545.78000000026 3622964.99, 299542.48000000045 3622969.1899999995, 299566.8859000001 3622984.5381000005, 299567.05200000014 3622984.2402999997, 299567.32940000016 3622984.4372000005, 299567.3702999996 3622984.388699999, 299572.78000000026 3622988.09, 299609.0689000003 3622940.4046, 299596.1500000004 3622935.5600000005, 299573.1500000004 3622922.0600000005, 299559.6500000004 3622915.0600000005, 299542.1500000004 3622916.0600000005, 299516.1500000004 3622917.5600000005, 299495.2626 3622917.5600000005, 299473.6500000004 3622971.0600000005, 299489.6500000004 3622978.0600000005, 299510.1500000004 3622981.5600000005, 299534.1500000004 3622992.5600000005, 299529.6500000004 3623000.5600000005, 299551.5921 3623011.969900001)));67;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
119;22257880.0;3,01E+12;455.2338246273478;5919.435000029309;MULTIPOLYGON (((299588.23000000045 3622999.2200000007, 299612.23000000045 3623010.92, 299649.73000000045 3622958.42, 299650.9299999997 3622960.8200000003, 299642.23000000045 3622974.92, 299619.4299999997 3623011.5199999996, 299638.9299999997 3623025.92, 299647.6299999999 3623019.0199999996, 299662.9299999997 3622993.2200000007, 299668.6299999999 3622982.119999999, 299702.23000000045 3622937.119999999, 299688.4299999997 3622928.119999999, 299670.73000000045 3622934.119999999, 299643.4299999997 3622938.92, 299615.23000000045 3622941.92, 299577.1299999999 3622992.92, 299588.23000000045 3622999.2200000007)));34;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
120;22257919.0;3,00E+12;84.01500143751431;320.93627549239955;MULTIPOLYGON (((299476.9299999997 3622924.2200000007, 299476.3300000001 3622924.2200000007, 299470.7571999999 3622937.3265000004, 299464.04860000033 3622953.1041, 299471.6776999999 3622954.6202000007, 299471.67929999996 3622954.615599999, 299471.6799999997 3622954.619999999, 299474.98000000045 3622955.42, 299485.98000000045 3622925.8200000003, 299482.03000000026 3622925.7200000007, 299478.3865 3622924.6483999994, 299476.9299999997 3622924.2200000007)));8;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
121;22260004.0;2,99E+12;118.74138382385951;552.6244538922899;MULTIPOLYGON (((298574.3828999996 3623142.9571, 298577.1272999998 3623143.4275, 298577.2000000002 3623143.4399999995, 298577.0999999996 3623144.24, 298580.9000000004 3623144.74, 298581.2999999998 3623143.4399999995, 298584 3623143.9399999995, 298583.6294 3623145.978599999, 298583.2000000002 3623148.34, 298588.7999999998 3623148.9399999995, 298589 3623147.74, 298589.7466000002 3623146.7694000006, 298590 3623146.4399999995, 298589.2999999998 3623145.6400000006, 298593.5 3623131.84, 298600.2000000002 3623132.4399999995, 298601.59559999965 3623116.7157000005, 298601.7000000002 3623115.539999999, 298600.96300000045 3623115.539999999, 298598.0999999996 3623115.539999999, 298598.5 3623112.1400000006, 298591.21109999996 3623111.5535000004, 298590.6457000002 3623111.5079999994, 298590.37009999994 3623112.5536, 298588.6500000004 3623119.08, 298584.8342000004 3623119.137, 298582.0965999998 3623119.1777999997, 298582.00540000014 3623119.2994, 298581.50100000016 3623123.1007000003, 298580.9754999997 3623123.7256000005, 298580.1063000001 3623127.1283, 298579.5340999998 3623128.023600001, 298579.3309000004 3623129.3242000006, 298573.9600999998 3623142.8846000005, 298574.3828999996 3623142.9571)));16;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
122;22260022.0;2,99E+12;63.00229111281482;227.22504499330392;MULTIPOLYGON (((298559.5131000001 3623115.0318, 298559.5 3623115.539999999, 298571 3623116.84, 298571.0999999996 3623103.24, 298571.5999999996 3623096.4399999995, 298560.6190999998 3623096.1559999995, 298560 3623096.1400000006, 298559.5131000001 3623115.0318)));30;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
123;7350810.0;3,00E+12;230.65912259295519;1610.2248442572936;MULTIPOLYGON (((298841.6579999998 3621761.8378999997, 298847.9316999996 3621761.5868999995, 298849.23170000035 3621747.2870000005, 298849.3163999999 3621747.2908999994, 298849.1200000001 3621745.7200000007, 298865.71999999974 3621746.42, 298864.76389999967 3621757.4152000006, 298867.95160000026 3621756.3869000003, 298883.01240000036 3621750.4613000005, 298882.8200000003 3621743.92, 298892.01999999955 3621742.92, 298892.5800000001 3621746.7837000005, 298902.9713000003 3621745.2969000004, 298903.2812999999 3621744.317, 298902.3513000002 3621735.4069999997, 298900.1513 3621720.2370999996, 298900.7213000003 3621711.8871999998, 298900.7421000004 3621711.8419000003, 298900.5663999999 3621711.1795000006, 298900.5412999997 3621711.1872000005, 298889.43180000037 3621710.6821999997, 298883.05840000045 3621715.1810999997, 298882.79310000036 3621719.559800001, 298880.91139999963 3621721.8871, 298873.6615000004 3621722.7972, 298852.50009999983 3621721.6679999996, 298849.8200000003 3621733.2200000007, 298848.21999999974 3621743.0199999996, 298847.1200000001 3621746.7200000007, 298841.6579999998 3621761.8378999997)));91;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
124;18313618.0;3,00E+12;151.20027802853537;713.0714923724689;MULTIPOLYGON (((299462.52240000013 3621010.3364000004, 299463.24540000036 3621010.0738999993, 299464.01800000016 3621012.468800001, 299465.8700000001 3621018.210000001, 299471.79839999974 3621015.7568999995, 299471.8213999998 3621013.912799999, 299472.0075000003 3621010.8726000004, 299471.8833999997 3621008.3082, 299471.5482000001 3621007.0589000005, 299471.53830000013 3621007.022, 299471.28699999955 3621006.0854, 299469.69120000023 3621000.1391000003, 299468.55370000005 3620995.258300001, 299467.70579999965 3620988.723099999, 299465.80310000014 3620979.0029000007, 299465.0586000001 3620977.1415999997, 299464.4380999999 3620975.7972999997, 299463.6270000003 3620971.8400999997, 299456.0499999998 3620951.5199999996, 299445.5499999998 3620955.2200000007, 299449.9500000002 3620968.42, 299454.25 3620983.619999999, 299457.1500000004 3620992.0199999996, 299459.0499999998 3620999.8200000003, 299462.52240000013 3621010.3364000004)));29;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
125;7343432.0;2,99E+12;77.20379361840908;266.50648720504296;MULTIPOLYGON (((298606.28699999955 3623553.0153, 298607.1747000003 3623561.9321999997, 298607.6169999996 3623566.3751999997, 298617.20210000034 3623564.7107999995, 298612.8817999996 3623534.949100001, 298604.76690000016 3623537.6754, 298605.4868999999 3623544.805400001, 298606.28699999955 3623553.0153)));58;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
126;7344142.0;3,00E+12;253.81963388281008;1883.345968664531;MULTIPOLYGON (((298680.22640000004 3623290.8428000007, 298667.4000000004 3623292.83, 298666.91309999954 3623294.229800001, 298666.71499999985 3623294.2653, 298664.7999999998 3623303.4299999997, 298678 3623300.2300000004, 298689.2000000002 3623309.83, 298686.74619999994 3623311.5621000007, 298687.1659000004 3623311.9168, 298684.73589999974 3623313.1668, 298682.0460000001 3623314.8068000004, 298673.216 3623323.1668, 298667.85610000044 3623332.8466999996, 298668.34109999985 3623354.6010999996, 298680.5999999996 3623353.880000001, 298696.6018000003 3623354.6800999995, 298700.5959000001 3623353.966499999, 298700.5059000002 3623353.7665, 298700.5275999997 3623353.7118999995, 298700.85610000044 3623354.0603, 298701.6798999999 3623354.9340000004, 298701.7626 3623355.0217000004, 298701.94319999963 3623355.0363999996, 298701.9798999997 3623354.948999999, 298702.3261000002 3623354.125600001, 298708.8376000002 3623338.6361, 298707.60080000013 3623338.039000001, 298707.58970000036 3623338.0621000007, 298702.8258999996 3623336.046599999, 298703.38800000027 3623328.1772000007, 298700.51999999955 3623320.630000001, 298715.71999999974 3623311.83, 298713.71999999974 3623300.0299999993, 298709.9199999999 3623301.630000001, 298709.84389999975 3623301.4343, 298699.7357999999 3623305.286800001, 298697.08579999954 3623306.9768000003, 298696.6303000003 3623307.2018999998, 298681.5999999996 3623290.630000001, 298680.22640000004 3623290.8428000007)));6;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
127;7344829.0;2,99E+12;104.82622567950065;238.63408371300034;MULTIPOLYGON (((298570.93659999967 3623125.529100001, 298569.98309999984 3623151.1371, 298570.7249999996 3623151.0527999997, 298579.3309000004 3623129.3242000006, 298579.5340999998 3623128.023600001, 298580.1063000001 3623127.1283, 298580.9754999997 3623123.7256000005, 298581.50100000016 3623123.1007000003, 298582.5270999996 3623115.3680000007, 298584.8300000001 3623106.6500000004, 298584.8326000003 3623106.6209999993, 298578.4000000004 3623106.42, 298576.66669999994 3623118.3604000006, 298576.79000000004 3623118.369999999, 298576.13999999966 3623126.0199999996, 298570.93659999967 3623125.529100001)));14;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
128;20914959.0;3,00E+12;84.24043689625412;392.56267906073776;MULTIPOLYGON (((298723.3200000003 3623311.866699999, 298716.56240000017 3623320.1259000003, 298716.1945000002 3623321.6774000004, 298714.2000000002 3623326.83, 298714.4450000003 3623327.0096000005, 298714.4000000004 3623327.08, 298729.5999999996 3623343.4800000004, 298732.07129999995 3623342.176999999, 298732 3623342.0299999993, 298740.2441999996 3623337.9079, 298740.2237999998 3623337.8783, 298740.5999999996 3623337.6799999997, 298733.7229000004 3623327.5667000003, 298727.5541000003 3623318.4947999995, 298723.3200000003 3623311.866699999)));1;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
129;7350250.0;3,00E+12;119.77028286848852;465.2913200040601;MULTIPOLYGON (((298735.66089999955 3621985.6876, 298735.5926999999 3621985.5769999996, 298735.8738000002 3621979.284499999, 298736.06439999957 3621975.0188999996, 298736.10360000003 3621974.139799999, 298736.1001000004 3621974.1395999994, 298736.7999999998 3621967.9700000007, 298735.5 3621967.5700000003, 298730.7999999998 3621966.7699999996, 298731.2000000002 3621962.369999999, 298734.4000000004 3621962.7699999996, 298734.66970000044 3621955.2854999993, 298715.7999999998 3621954.17, 298708.9000000004 3621964.2699999996, 298706.9000000004 3621968.4700000007, 298730.2000000002 3621971.7699999996, 298727.7999999998 3621985.0700000003, 298735.66089999955 3621985.6876)));47;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
