OBJECTID;PAR_ID;PAR_NUM;Shape_Length;Shape_Area;geometry;OWNER;Freguesia;Municipio;Ilha
448;9676401.0;3,02E+12;95.96980527790699;349.83401834619985;MULTIPOLYGON (((300958.7718000002 3623195.534600001, 300958.81379999965 3623195.5648999996, 300958.7999999998 3623195.5700000003, 300963.0999999996 3623200.9700000007, 300964.0499999998 3623201.869999999, 300965.25 3623202.5199999996, 300965.8426999999 3623202.3507000003, 300965.8688000003 3623202.3729999997, 300965.9173999997 3623202.3292999994, 300965.9500000002 3623202.3200000003, 300965.9463999998 3623202.3033000007, 300974.7054000003 3623194.437999999, 300974.75 3623194.4700000007, 300976.2999999998 3623192.619999999, 300975.6500000004 3623192.119999999, 300973.5878999997 3623190.6470999997, 300973.5888 3623190.646400001, 300973.4000000004 3623190.67, 300973.2999999998 3623188.5700000003, 300973.2999999998 3623187.369999999, 300970.0555999996 3623185.8759000003, 300965.38989999983 3623185.176000001, 300967.3200000003 3623179.6099999994, 300967.01999999955 3623178.26, 300966.1261 3623176.7205, 300966.1200000001 3623176.710000001, 300966.11649999954 3623176.7128999997, 300966.09690000024 3623176.7292, 300966.10199999996 3623176.7015000004, 300966.0999999996 3623176.6999999993, 300962.25 3623174.3000000007, 300953.4500000002 3623172.3499999996, 300953.5343000004 3623172.0315000005, 300951.5599999996 3623174.4499999993, 300948.7599999998 3623178.5, 300962.61000000034 3623188.4000000004, 300962.20999999996 3623189.3000000007, 300958.7718000002 3623195.534600001)));66;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
449;9676824.0;3,02E+12;164.45535475691003;818.1727452216667;MULTIPOLYGON (((300900.5109000001 3623180.9663999993, 300898.4060000004 3623173.6744, 300898.21999999974 3623173.0299999993, 300900.4199999999 3623171.33, 300907.4199999999 3623164.9299999997, 300908.0597000001 3623163.4908000007, 300910.8200000003 3623161.0299999993, 300928.01999999955 3623149.5299999993, 300933.8200000003 3623146.2300000004, 300942.1200000001 3623140.9299999997, 300945.9336000001 3623138.3617000002, 300936.71999999974 3623126.9299999997, 300916.7747999998 3623134.046599999, 300916.50260000024 3623134.1604999993, 300916.50490000006 3623134.1428999994, 300916.51999999955 3623134.0299999993, 300915.61099999957 3623134.285, 300915.6440000003 3623134.450099999, 300915.6568999998 3623134.5144999996, 300915.71999999974 3623134.83, 300915.8200000003 3623138.83, 300914.6200000001 3623143.4299999997, 300913.21999999974 3623146.4299999997, 300910.71999999974 3623148.5299999993, 300908.3099999996 3623149.9294000007, 300904.51999999955 3623152.130000001, 300902.3164999997 3623153.2818, 300902.24039999954 3623153.2766999993, 300893.6760999998 3623157.9957999997, 300893.6200000001 3623159.2300000004, 300893.6200000001 3623162.130000001, 300894.4199999999 3623163.9299999997, 300895.21999999974 3623166.2300000004, 300896.71999999974 3623169.83, 300898.21999999974 3623173.33, 300900.5109000001 3623180.9663999993)));32;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
450;7350679.0;2,99E+12;77.08224189580892;134.2465047475429;MULTIPOLYGON (((297964.2851 3621806.7334000003, 297960.7410000004 3621805.229800001, 297960.7400000002 3621805.2300000004, 297960.4689999996 3621805.0931, 297958.9902999997 3621808.7371999994, 297958.98620000016 3621808.7358, 297958.9900000002 3621808.74, 297990.54000000004 3621823.6400000006, 297991.7019999996 3621820.4859999996, 297986.11000000034 3621817.6899999995, 297975.4194 3621811.9433999993, 297975.36000000034 3621811.9399999995, 297964.2599999998 3621806.74, 297964.2851 3621806.7334000003)));87;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
451;7350821.0;2,99E+12;241.26058686987432;2069.743285816589;MULTIPOLYGON (((297858.1908999998 3621719.591600001, 297850.9983000001 3621731.5791999996, 297845.79839999974 3621746.1391000003, 297846.6238000002 3621753.155200001, 297846.0229000002 3621754.4539, 297846.6783999996 3621755.0590000004, 297851.71839999966 3621762.619000001, 297859.6484000003 3621771.618899999, 297874.7681999998 3621723.019200001, 297896.6317999996 3621726.5293000005, 297897.7980000004 3621722.7391, 297899.358 3621718.0592, 297899.87799999956 3621706.6192000005, 297897.79789999966 3621687.8993999995, 297874.45990000013 3621686.9659, 297871.79810000025 3621686.8594000004, 297865.7725999998 3621686.8594000004, 297866.9199999999 3621690.3900000006, 297867.71999999974 3621694.1899999995, 297868.1200000001 3621701.1899999995, 297867.71999999974 3621702.789999999, 297867.3200000003 3621705.99, 297866.1200000001 3621708.8900000006, 297863.21999999974 3621713.6899999995, 297861.71999999974 3621716.8900000006, 297860.01999999955 3621719.59, 297859.51999999955 3621720.09, 297858.1908999998 3621719.591600001)));18;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
452;7351171.0;2,99E+12;158.26591348379753;1460.2400617151436;MULTIPOLYGON (((298005.4199999999 3621605, 298006.6200000001 3621605.0999999996, 298006.6816999996 3621595.4042000007, 298006.8797000004 3621564.270199999, 298006.88129999954 3621564.2192, 297977.35720000044 3621547.0217000004, 297976.4500000002 3621553.0999999996, 297975.2000000002 3621564.3000000007, 297973.5499999998 3621581.3499999996, 297972.4000000004 3621593.8000000007, 297972.79000000004 3621594.1899999995, 297980.6200000001 3621596.8000000007, 297993.6200000001 3621601.5, 298001.8300000001 3621604.3100000005, 298001.83050000016 3621604.3072999995, 298005.4199999999 3621605)));93;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
453;10013988.0;2,99E+12;214.41274679219345;1669.8151352461593;MULTIPOLYGON (((297780.2440999998 3621766.4618999995, 297773.84920000006 3621784.5484999996, 297780.7988999998 3621787.8189000003, 297790.15890000015 3621796.8188000005, 297799.1588000003 3621804.378799999, 297806.09609999973 3621807.500499999, 297805.9988000002 3621807.6186999995, 297803.1188000003 3621812.6587000005, 297803.12069999985 3621812.6597000007, 297803.1200000001 3621812.66, 297802.48000000045 3621814.210000001, 297824 3621823.8200000003, 297823.9992000004 3621823.816400001, 297824.3870000001 3621822.0710000005, 297824.7187000001 3621820.5786000006, 297825.01219999976 3621818.8178000003, 297825.0787000004 3621818.4186000004, 297821.47869999986 3621814.8187000006, 297828.1668999996 3621796.5140000004, 297828.15950000007 3621796.509400001, 297828.1699999999 3621796.51, 297830.53000000026 3621787.9399999995, 297830.5281999996 3621787.9384000003, 297830.5274 3621787.9400999993, 297830.3799999999 3621774.01, 297821.48000000045 3621771.91, 297815.28000000026 3621770.1099999994, 297813.77919999976 3621782.8225999996, 297813.77969999984 3621782.8236999996, 297813.4835000001 3621786.5013999995, 297804.97869999986 3621779.6988999993, 297791.1787999999 3621771.6290000007, 297780.2440999998 3621766.4618999995)));7;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
454;19922081.0;2,99E+12;105.87236236863629;670.4449454103939;MULTIPOLYGON (((297884.2901999997 3621859.1043, 297887.40830000024 3621854.6983000003, 297889.4983000001 3621852.8982999995, 297891.9983000001 3621851.2983, 297892.1980999997 3621851.3792000003, 297892.10929999966 3621851.170499999, 297897.0067999996 3621834.5132999998, 297897.0247999998 3621834.4520999994, 297897.0418999996 3621834.3938999996, 297897.0544999996 3621834.4004999995, 297899.69820000045 3621829.7983999997, 297891.4983000001 3621827.8983999994, 297886.40830000024 3621826.7984999996, 297879.1983000003 3621828.0985000003, 297876.10840000026 3621829.398499999, 297873.6984000001 3621834.498400001, 297870.80840000045 3621839.7983999997, 297867.3085000003 3621844.6984, 297864.9084999999 3621846.7983999997, 297863.0005999999 3621848.3246999998, 297884.2901999997 3621859.1043)));22;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
455;20457799.0;2,99E+12;60.49527260469483;122.76821999300236;MULTIPOLYGON (((298053.2599999998 3621599.119999999, 298069.7599999998 3621591.92, 298072.95999999996 3621583.3200000003, 298069.86000000034 3621581.8200000003, 298061.66000000015 3621591.5199999996, 298055.95610000007 3621588.6679999996, 298053.2599999998 3621599.119999999)));96;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
456;9425566.0;2,99E+12;177.53972614415406;1150.5210551904484;MULTIPOLYGON (((298441.2594999997 3622566.2589999996, 298447.76049999986 3622568.8083999995, 298458.17590000015 3622560.2622999996, 298461.5767000001 3622561.719799999, 298465.5658999998 3622557.0923999995, 298477.96580000035 3622551.8924000002, 298494.76570000034 3622546.692399999, 298501.9715999998 3622544.7271, 298489.06570000015 3622534.4025, 298481.4656999996 3622534.602499999, 298481.5338000003 3622534.5745, 298461.1545000002 3622535.697899999, 298462.0159 3622542.3424999993, 298444.5092000002 3622546.1998999994, 298444.3789999997 3622548.257099999, 298435.46609999985 3622549.602499999, 298429.46609999985 3622556.8024000004, 298427.66610000003 3622559.4024, 298430.61760000046 3622560.9860999994, 298435.8661000002 3622563.8024000004, 298436.42030000035 3622563.812999999, 298439.87509999983 3622565.6313000005, 298439.58770000003 3622565.8747000005, 298441.16559999995 3622566.3528000005, 298441.2594999997 3622566.2589999996)));59;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
457;7351813.0;3,00E+12;142.5727852987012;906.1334448959342;MULTIPOLYGON (((298985.07739999983 3621326.3178000003, 298988.9798999997 3621324.7195999995, 298994.4598000003 3621320.2995999996, 298999.1358000003 3621316.3243000004, 298994.6200000001 3621313.039999999, 298996.6200000001 3621305.4399999995, 299001.6200000001 3621305.6400000006, 299006.51999999955 3621309.34, 299013.98450000025 3621307.0033, 299010.79000000004 3621297.3200000003, 299008.6900000004 3621291.7200000007, 298999.26630000025 3621276.8982999995, 298987.71999999974 3621288.84, 298978.71999999974 3621297.1400000006, 298978.71999999974 3621305.84, 298979.21999999974 3621308.84, 298985.07739999983 3621326.3178000003)));89;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
458;7351528.0;3,00E+12;196.8766154379999;1149.5073612444442;MULTIPOLYGON (((299122.74459999986 3621441.999, 299114.5991000002 3621437.5107000005, 299112.9400000004 3621439.91, 299113.0538999997 3621439.977499999, 299112.9400000004 3621440.1099999994, 299105.54000000004 3621449.01, 299104.2254999997 3621451.2282999996, 299114.7571999999 3621457.2184999995, 299112.04000000004 3621459.91, 299109.4400000004 3621462.3100000005, 299112.33999999985 3621464.210000001, 299112.3627000004 3621464.198999999, 299112.26829999965 3621464.320800001, 299116.9400000004 3621468.1099999994, 299107.33999999985 3621477.1099999994, 299117.4400000004 3621485.41, 299122.63999999966 3621480.3100000005, 299126.3690999998 3621476.496200001, 299126.4400000004 3621476.51, 299126.93369999994 3621476.0163000003, 299121.13999999966 3621470.91, 299126.54000000004 3621463.3100000005, 299128.54000000004 3621464.01, 299132.63999999966 3621459.41, 299137.6129999999 3621463.277899999, 299137.6150000002 3621463.2748000007, 299137.63999999966 3621463.3100000005, 299145.2400000002 3621453.91, 299150.26099999994 3621446.1324000005, 299142.5700000003 3621439.9299999997, 299145.4548000004 3621434.737400001, 299134.83999999985 3621429.01, 299134.36539999954 3621429.7545, 299134.22759999987 3621429.9706999995, 299134.2100999998 3621429.961100001, 299134.1719000004 3621429.940199999, 299125.63999999966 3621443.51, 299124.676 3621443.0113999993, 299124.64919999987 3621443.0484999996, 299123.13900000043 3621442.2163999993, 299122.74459999986 3621441.999)));78;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
459;20989996.0;3,00E+12;169.20397975721832;804.5225503865603;MULTIPOLYGON (((299153.25650000013 3621747.4203999992, 299149.3799999999 3621752.4299999997, 299155.3799999999 3621759.2300000004, 299162.64389999956 3621754.4547000006, 299164.21999999974 3621753.16, 299176.3479000004 3621745.0074000005, 299176.3499999996 3621745.01, 299176.51659999974 3621745.3345999997, 299176.98000000045 3621745.0299999993, 299176.4020999996 3621744.379899999, 299176.57540000044 3621742.2836000007, 299180.1799999997 3621739.4299999997, 299177.3799999999 3621735.2300000004, 299182.9305999996 3621733.879899999, 299185.341 3621735.2251999993, 299185.78000000026 3621736.630000001, 299187.2878999999 3621736.1273999996, 299194.78000000026 3621733.630000001, 299201.7402999997 3621729.3212, 299207.1673999997 3621725.5966999996, 299199.1799999997 3621716.83, 299185.3799999999 3621729.0299999993, 299175.3799999999 3621718.83, 299160.32430000044 3621738.2865999993, 299153.25650000013 3621747.4203999992)));44;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
460;19255897.0;3,00E+12;260.57037645145283;2388.176994380252;MULTIPOLYGON (((299040.08359999955 3623142.7223000005, 299045.96999999974 3623137.49, 299046.5700000003 3623136.8900000006, 299052.5700000003 3623133.49, 299057.1699999999 3623121.289999999, 299060.4276999999 3623110.007099999, 299065.3700000001 3623092.8900000006, 299064.95359999966 3623093.0347000007, 299065.1699999999 3623092.49, 299065.96999999974 3623083.6899999995, 299061.4726 3623084.9493000004, 299056.96999999974 3623087.6899999995, 299051.8929000003 3623087.1611, 299050.72300000023 3623087.6876, 299050.0248999996 3623087.661699999, 299037.22310000006 3623087.1876, 299036.6042999998 3623087.754899999, 299035.36209999956 3623088.8935000002, 299031.3700000001 3623090.6899999995, 299022.5700000003 3623095.289999999, 299021.76389999967 3623095.508300001, 299019.1699999999 3623103.289999999, 299013.1699999999 3623103.09, 299014.5700000003 3623112.8900000006, 299006.1699999999 3623114.8900000006, 299003.76999999955 3623103.289999999, 299003.8542999998 3623103.2698, 299003.8099999996 3623102.960000001, 299012.96999999974 3623100.1975, 299012.96999999974 3623098.09, 299013.1414000001 3623097.8435999993, 299012.96999999974 3623097.8900000006, 299009.7126000002 3623097.5759999994, 299003.5800000001 3623097.24, 298999.5800000001 3623098.24, 298998.38269999996 3623096.4839999992, 298996.9461000003 3623096.3455, 299004.96999999974 3623113.9399999995, 299013.1699999999 3623132.1400000006, 299015.46999999974 3623137.6400000006, 299021.76999999955 3623140.84, 299028.6699999999 3623141.6400000006, 299040.08359999955 3623142.7223000005)));34;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
461;19257312.0;3,00E+12;106.27813820430744;678.6004126599423;MULTIPOLYGON (((298936.50100000016 3622323.5218, 298943.8499999996 3622322.1500000004, 298950.3499999996 3622320.8499999996, 298952.5499999998 3622319.6500000004, 298961.4500000002 3622316.8499999996, 298961.1473000003 3622316.3599999994, 298947.92459999956 3622294.9517, 298928.61000000034 3622296.960000001, 298922.91000000015 3622298.66, 298922.3099999996 3622298.8599999994, 298923.75710000005 3622300.8584000003, 298923.6490000002 3622300.9234999996, 298928.70999999996 3622309.16, 298936.50100000016 3622323.5218)));74;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
462;19257375.0;3,00E+12;92.2342751655548;353.50185118214694;MULTIPOLYGON (((298902.58469999954 3622323.5166999996, 298902.58829999994 3622323.6404, 298903.70999999996 3622323.3599999994, 298905.59420000017 3622330.4255999997, 298905.6178000001 3622330.4199, 298905.61340000015 3622330.4979, 298905.61000000034 3622330.5600000005, 298905.63069999963 3622330.5626, 298906.41000000015 3622330.66, 298908.71520000044 3622329.6656, 298911.5099999998 3622328.460000001, 298920.20999999996 3622326.16, 298920.0471999999 3622325.5755000003, 298918.0099999998 3622318.26, 298913.5608999999 3622306.0878999997, 298913.5099999998 3622306.16, 298904.0099999998 3622309.460000001, 298904.91000000015 3622316.3599999994, 298891.5099999998 3622318.960000001, 298892.2153000003 3622323.270300001, 298892.28309999965 3622323.271400001, 298892.5099999998 3622324.8599999994, 298902.58469999954 3622323.5166999996)));7;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
463;19351200.0;3,00E+12;72.01937989693967;281.78078636663366;MULTIPOLYGON (((298920.0471999999 3622325.5755000003, 298934.51109999977 3622322.9297, 298923.1023000004 3622301.2532, 298923.41559999995 3622301.0643000007, 298913.2478 3622305.2314, 298918.0099999998 3622318.26, 298920.0471999999 3622325.5755000003)));89;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
464;7351609.0;2,99E+12;66.1469145686611;260.43118374336206;MULTIPOLYGON (((298265.78809999954 3621433.7371999994, 298272.86950000003 3621422.499399999, 298272.6799999997 3621422.619999999, 298269.6347000003 3621418.076199999, 298267.2377000004 3621415.3915999997, 298264.3799999999 3621417.369999999, 298258.73000000045 3621412.369999999, 298250.1299999999 3621421.0700000003, 298254.73000000045 3621426.42, 298264.28000000026 3621432.8200000003, 298265.78809999954 3621433.7371999994)));82;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
465;10437419.0;2,99E+12;188.09644113465507;969.3914962995681;MULTIPOLYGON (((298309.6299999999 3621381.84, 298296.9299999997 3621366.24, 298271.9299999997 3621385.1400000006, 298255.03000000026 3621398.9399999995, 298248.3300000001 3621404.24, 298240.53000000026 3621410.039999999, 298242.1299999999 3621413.4399999995, 298243.6299999999 3621415.9399999995, 298245.6299999999 3621418.4399999995, 298247.1299999999 3621420.039999999, 298248.03000000026 3621420.6400000006, 298260.1299999999 3621408.539999999, 298259.53000000026 3621407.74, 298272.4299999997 3621397.74, 298273.8300000001 3621399.74, 298282.1299999999 3621392.6400000006, 298292.1299999999 3621385.539999999, 298298.36679999996 3621391.3352000006, 298298.8158999998 3621390.817500001, 298298.88999999966 3621390.732000001, 298298.93460000027 3621390.6806000005, 298309.6621000003 3621382.0119000003, 298309.6299999999 3621381.84)));25;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
466;7349343.0;3,00E+12;299.4181634013641;1366.2758484808555;MULTIPOLYGON (((299217.7400000002 3622386.5999999996, 299224.6300999997 3622382.6602999996, 299237.58999999985 3622375.25, 299246.38999999966 3622369.8499999996, 299255.4900000002 3622364.9499999993, 299256.85089999996 3622366.082800001, 299248.9400000004 3622375.6999999993, 299255.9400000004 3622380.9000000004, 299260.33999999985 3622378, 299265.6831 3622373.4341, 299265.83999999985 3622373.3000000007, 299263.3830000004 3622371.1160000004, 299268.2400000002 3622365.5, 299278.4400000004 3622359.5, 299285.04000000004 3622351.5, 299290.44180000015 3622344.2975999992, 299290.4696000004 3622344.3103, 299292.08999999985 3622345.0500000007, 299298.08999999985 3622346.9499999993, 299302.51999999955 3622343.4000000004, 299302.1200000001 3622342.0999999996, 299300.3200000003 3622340.5999999996, 299294.8200000003 3622336.5, 299289.51999999955 3622342.6999999993, 299286.8200000003 3622340.4000000004, 299291.1200000001 3622334.3000000007, 299288.4199999999 3622332.3000000007, 299285.21999999974 3622330.5, 299282.1200000001 3622329.4000000004, 299278.8200000003 3622329.0999999996, 299276.6200000001 3622329.8000000007, 299270.11199999973 3622332.6711999997, 299270.31209999975 3622333.223200001, 299270.33999999985 3622333.3000000007, 299273.2662000004 3622340.4064000007, 299274.57519999985 3622343.5854, 299276.6967000002 3622348.7376000006, 299266.13999999966 3622357.9000000004, 299258.7273000004 3622352.900800001, 299255.08999999985 3622355.75, 299252.4900000002 3622352.9499999993, 299244.88999999966 3622358.75, 299231.04000000004 3622365.7300000004, 299231.03359999973 3622365.727499999, 299225.4400000004 3622369.5999999996, 299223.4400000004 3622366.5, 299215.3222000003 3622372.5713, 299211.54000000004 3622375.4000000004, 299217.7400000002 3622386.5999999996)));51;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
467;7350262.0;3,00E+12;108.43164481012442;507.2713650001372;MULTIPOLYGON (((298947.65160000045 3621973.6567, 298947.96999999974 3621973.41, 298952.96999999974 3621970.01, 298958.1699999999 3621964.6099999994, 298961.6699999999 3621960.01, 298966.6699999999 3621952.3100000005, 298973.3700000001 3621939.3100000005, 298968.8700000001 3621933.210000001, 298967.5700000003 3621933.6099999994, 298947.6699999999 3621956.91, 298938.5700000003 3621966.6099999994, 298938.49069999997 3621966.6843, 298942.96999999974 3621970.710000001, 298943.5700000003 3621970.41, 298947.65160000045 3621973.6567)));64;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
468;7349789.0;2,99E+12;317.66420984000365;3851.929487379801;MULTIPOLYGON (((297974.8529000003 3622184.5129000004, 297975.4299999997 3622185.09, 298002.8300000001 3622151.6899999995, 298000.3985000001 3622146.132200001, 298000.4844000004 3622146.0031000003, 297990.4550999999 3622124.8814000003, 297979.5462999996 3622104.6324000005, 297962.6358000003 3622077.2336999997, 297931.98139999993 3622140.5020000003, 297940.3641999997 3622147.8368999995, 297937.0911999997 3622152.5880999994, 297974.46219999995 3622183.931500001, 297974.6299999999 3622184.289999999, 297974.8529000003 3622184.5129000004), (297956.6299999999 3622132.24, 297960.8300000001 3622137.039999999, 297959.6531999996 3622138.2168000005, 297968.65610000025 3622146.5271000005, 297964.8630999997 3622150.5308, 297951.3666000003 3622137.3585, 297955.034 3622133.9529999997, 297955.1299999999 3622134.0415000003, 297955.1299999999 3622134.039999999, 297956.6299999999 3622132.24)));56;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
469;13757071.0;2,98E+12;160.01141757408115;1325.7875782606686;MULTIPOLYGON (((297357.59640000015 3621997.9450000003, 297360.6365 3622005.0385999996, 297360.81659999955 3622005.022399999, 297361.4792999998 3622006.5528999995, 297373.6560000004 3622004.3389, 297373.1299999999 3622003.17, 297373.1009999998 3622003.1586000007, 297368.9154000003 3621990.3181999996, 297356.41559999995 3621951.9715, 297355.11679999996 3621952.1074, 297354.55709999986 3621952.1658999994, 297346.0499999998 3621954.9399999995, 297345.3531999998 3621955.2409000006, 297345.23000000045 3621955.2799999993, 297340.1299999999 3621957.380000001, 297339.9252000004 3621957.5847999994, 297336.2779000001 3621959.1598000005, 297328.4500000002 3621962.539999999, 297338.68510000035 3621985.3817, 297344.8499999996 3621999.1400000006, 297347.8951000003 3621998.8544999994, 297348.5728000002 3621998.7909999993, 297357.59640000015 3621997.9450000003)));61;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
470;13757139.0;2,98E+12;86.78850732782989;387.8595829159774;MULTIPOLYGON (((297360.01219999976 3621926.0873000007, 297351.1420999998 3621914.4989, 297339.9135999996 3621922.7613999993, 297350.0321000004 3621933.888800001, 297357.2921000002 3621942.5687000006, 297359.41199999955 3621945.4702000003, 297369.7419999996 3621938.798699999, 297360.01219999976 3621926.0873000007)));30;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
471;7350449.0;2,99E+12;204.37034956520668;1225.231232160208;MULTIPOLYGON (((297995.36510000005 3621856.7181, 297996.23759999964 3621856.9179999996, 297999.48759999964 3621858.2180000003, 298002.2176000001 3621860.818, 298009.36760000046 3621869.527899999, 298011.57749999966 3621872.2578999996, 298011.7011000002 3621872.3204999994, 298011.51489999983 3621872.6655, 298014.0674999999 3621874.4879, 298021.1590999998 3621877.1125000007, 298021.22750000004 3621877.1378000006, 298021.2240000004 3621877.1454000007, 298021.1946999999 3621877.207800001, 298014.7670999998 3621890.9356999993, 298021.4430999998 3621892.9623000007, 298021.52359999996 3621892.769200001, 298022.7575000003 3621889.8078000005, 298029.64740000013 3621877.457800001, 298035.75739999954 3621867.7079000007, 298041.60730000027 3621863.287900001, 298044.7544 3621862.2651000004, 298046.46970000025 3621861.7075999994, 298046.56400000025 3621861.3102, 298046.6500000004 3621861.33, 298048.25 3621859.130000001, 298047.0499999998 3621858.7300000004, 298039.8499999996 3621857.5299999993, 298032.0499999998 3621856.33, 298029.18929999974 3621855.2970000003, 298024.8499999996 3621853.7300000004, 298019.8499999996 3621851.33, 298019.25 3621845.5299999993, 298016.8499999996 3621842.7300000004, 298011.4500000002 3621841.33, 298008.4500000002 3621840.9299999997, 298004.6500000004 3621843.33, 298001.6500000004 3621846.130000001, 297996.0499999998 3621845.130000001, 297990.25 3621845.130000001, 297985.8499999996 3621845.130000001, 297981.8499999996 3621842.33, 297980.73649999965 3621844.3343, 297980.6841000002 3621844.3100000005, 297978.4500000002 3621848.5299999993, 297994.4500000002 3621856.130000001, 297995.0499999998 3621856.5299999993, 297995.0151000004 3621856.6379000004, 297995.36510000005 3621856.7181)));22;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
472;7350605.0;2,99E+12;87.20816829322314;490.6376529929585;MULTIPOLYGON (((298057.24509999994 3621836.9602000006, 298059.83690000046 3621816.610200001, 298059.3700000001 3621816.42, 298044.1699999999 3621811.8200000003, 298041.65529999975 3621811.0516, 298033.7400000002 3621818.59, 298033.54000000004 3621823.3900000006, 298036.54000000004 3621824.99, 298036.3174999999 3621825.9540999997, 298035.33999999985 3621830.1899999995, 298035.33249999955 3621830.2024000008, 298037.5230999999 3621831.510399999, 298037.51910000015 3621831.5308999997, 298038.6973000001 3621832.098099999, 298039.92590000015 3621832.5896000005, 298043.25989999995 3621833.9232, 298043.25430000015 3621833.998299999, 298051.88999999966 3621836.2300000004, 298057.24509999994 3621836.9602000006)));16;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
473;21580817.0;3,00E+12;103.72941695449613;526.3887710405036;MULTIPOLYGON (((298681.68180000037 3621609.6114000008, 298692.75 3621618.2300000004, 298689.75 3621622.0299999993, 298696.9500000002 3621627.83, 298715.3499999996 3621607.9299999997, 298701.75 3621596.130000001, 298694.3499999996 3621604.4299999997, 298689.3306999998 3621599.7205999997, 298681.68180000037 3621609.6114000008)));55;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
474;9955677.0;2,98E+12;67.4309417650426;187.29560315902418;MULTIPOLYGON (((297427.2893000003 3621615.1773000006, 297429.4879999999 3621615.1773000006, 297429.51999999955 3621615.26, 297429.6458999999 3621615.1773000006, 297433.01999999955 3621612.960000001, 297437.4199999999 3621610.26, 297439.8876 3621610.7641000003, 297439.6200000001 3621610.5999999996, 297439.6347000003 3621610.519099999, 297439.8200000003 3621609.5, 297442.3200000003 3621609.3000000007, 297442.51999999955 3621605.9000000004, 297442.3711000001 3621605.6022999994, 297442.3300000001 3621605.74, 297439.6716 3621604.783, 297439.3607999999 3621605.5908000004, 297434.6096999999 3621603.6646999996, 297434.3799999999 3621604.66, 297430.28000000026 3621603.76, 297430.65720000025 3621602.0624, 297430.11089999974 3621601.8409, 297430.2626 3621601.2591999993, 297428.53949999996 3621599.6740000006, 297419.05700000003 3621602.9639, 297419.01999999955 3621603, 297418.51999999955 3621604.0999999996, 297419.01999999955 3621604.8000000007, 297418.8119999999 3621604.7908999994, 297419.03000000026 3621605.039999999, 297422.23000000045 3621607.34, 297424.53000000026 3621609.4399999995, 297427.03000000026 3621614.1400000006, 297427.2893000003 3621615.1773000006)));12;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
475;7350935.0;2,99E+12;167.20751724438375;1366.627084951219;MULTIPOLYGON (((298148.00260000024 3621696.1402000003, 298151.9190999996 3621699.0062000006, 298151.9204000002 3621699.0053000003, 298151.9199999999 3621699.01, 298160.96999999974 3621705.630000001, 298160.97020000033 3621705.6296999995, 298175.07770000026 3621715.953400001, 298176.5911999997 3621714.1788999997, 298176.62480000034 3621714.2125000004, 298180.21609999985 3621711.6986, 298187.4960000003 3621706.9386, 298190.0669999998 3621704.5581, 298190.16839999985 3621704.6832999997, 298196.216 3621699.228700001, 298203.1464999998 3621694.8336999994, 298186.176 3621665.9989, 298186.14940000046 3621666.0164, 298185.7262000004 3621664.5544000007, 298185.5999999996 3621664.3200000003, 298173 3621671.3200000003, 298167.7999999998 3621674.42, 298163.2000000002 3621676.8200000003, 298164.7999999998 3621678.8200000003, 298165.5 3621678.3200000003, 298166.5999999996 3621679.5199999996, 298168.4846000001 3621682.8181, 298168.5 3621682.8200000003, 298170 3621685.42, 298167.0999999996 3621689.5199999996, 298164.7999999998 3621689.5199999996, 298148.00260000024 3621696.1402000003)));12;Arco da Calheta;Calheta;Ilha da Madeira (Madeira)
